Номер,Тип,Модель,Типоразмер,Диаметр ММ,Производительность м3/ч,Давление(па),Мощность(ВТ),Уровень шума,Цена в рублях
4463,Ц,Ц 30-160-016-3,Ц 30-160-016,160,100 - 3460,228 - 1287,180,83,31100
4464,Ц,Ц 30-160-016-1,Ц 30-160-016,160,130 - 3060,216 - 1200,5500,72,101300
4465,Ц,Ц 30-160-016-1,Ц 30-160-016,160,140 - 3020,253 - 1250,5500,71,95100
4466,Ц,Ц 30-160-016-2,Ц 30-160-016,160,110 - 2570,242 - 1190,1500,104,51600
4467,Ц,Ц 30-160-016-3,Ц 30-160-016,160,140 - 3750,216 - 1119,550,72,32900
4468,Ц,Ц 30-160-016-5,Ц 30-160-016,160,140 - 2960,262 - 1125,7500,88,132800
4469,Ц,Ц 30-160-016-2,Ц 30-160-016,160,130 - 2990,260 - 1147,1500,105,54500
4470,Ц,Ц 30-160-016-4,Ц 30-160-016,160,110 - 2850,254 - 1112,750,73,41500
4471,Ц,Ц 30-160-016-3,Ц 30-160-016,160,110 - 2610,262 - 1117,250,82,42300
4472,Ц,Ц 30-160-016-2,Ц 30-160-016,160,140 - 3570,235 - 1245,250,72,38400
4473,Ц,Ц 30-160-016-5,Ц 30-160-016,160,90 - 3130,217 - 1245,7500,105,128800
4474,Ц,Ц 30-160-016-1,Ц 30-160-016,160,90 - 3530,221 - 1217,1500,95,56000
4475,Ц,Ц 30-160-016-5,Ц 30-160-016,160,120 - 2990,260 - 1282,180,89,34100
4476,Ц,Ц 30-160-016-4,Ц 30-160-016,160,140 - 3830,247 - 1140,180,104,38100
4477,Ц,Ц 30-160-016-2,Ц 30-160-016,160,130 - 2860,228 - 1319,3000,74,67300
4478,Ц,Ц 30-160-016-5,Ц 30-160-016,160,120 - 3820,244 - 1197,1100,74,54600
4479,Ц,Ц 30-160-016-1,Ц 30-160-016,160,100 - 2750,217 - 1217,370,80,40200
4480,Ц,Ц 30-160-016-4,Ц 30-160-016,160,130 - 3720,256 - 1171,1100,100,41500
4481,Ц,Ц 30-160-016-1,Ц 30-160-016,160,120 - 3700,247 - 1188,250,78,38500
4482,Ц,Ц 30-160-016-3,Ц 30-160-016,160,130 - 2640,252 - 1197,1500,100,57000
4483,Ц,Ц 30-160-016-5,Ц 30-160-016,160,130 - 2830,228 - 1290,750,80,41400
4484,Ц,Ц 30-160-016-5,Ц 30-160-016,160,100 - 3590,241 - 1301,7500,101,127100
4485,Ц,Ц 30-160-016-5,Ц 30-160-016,160,120 - 2770,243 - 1270,11000,75,172200
4486,Ц,Ц 30-160-016-5,Ц 30-160-016,160,110 - 3590,256 - 1096,370,104,32800
4487,Ц,Ц 30-160-016-2,Ц 30-160-016,160,120 - 3660,242 - 1174,750,98,36600
4488,Ц,Ц 30-160-016-3,Ц 30-160-016,160,110 - 3800,226 - 1287,5500,101,106400
4489,Ц,Ц 30-160-016-2,Ц 30-160-016,160,140 - 2710,239 - 1301,180,87,34200
4490,Ц,Ц 30-160-016-2,Ц 30-160-016,160,90 - 2810,249 - 1238,250,96,40900
4491,Ц,Ц 30-160-016-2,Ц 30-160-016,160,140 - 2960,226 - 1197,3000,91,62500
4492,Ц,Ц 30-160-016-1,Ц 30-160-016,160,100 - 3810,235 - 1283,1500,90,60000
4493,Ц,Ц 30-160-016-5,Ц 30-160-016,160,110 - 3580,222 - 1216,4000,95,90800
4494,Ц,Ц 30-160-016-5,Ц 30-160-016,160,110 - 3550,226 - 1271,3000,90,72500
4495,Ц,Ц 30-160-016-4,Ц 30-160-016,160,140 - 3360,229 - 1140,370,75,29900
4496,Ц,Ц 30-160-016-1,Ц 30-160-016,160,110 - 2580,234 - 1198,11000,71,178300
4497,Ц,Ц 30-160-016-3,Ц 30-160-016,160,100 - 3410,241 - 1200,5500,90,97800
4498,Ц,Ц 30-160-016-4,Ц 30-160-016,160,120 - 2710,262 - 1269,1100,70,52200
4499,Ц,Ц 30-160-016-4,Ц 30-160-016,160,130 - 2990,258 - 1097,15000,105,221200
4500,Ц,Ц 30-160-020-5,Ц 30-160-020,200,140 - 4690,288 - 1382,11000,94,169700
4501,Ц,Ц 30-160-020-5,Ц 30-160-020,200,170 - 4680,324 - 1377,5500,86,107200
4502,Ц,Ц 30-160-020-5,Ц 30-160-020,200,130 - 4620,292 - 1619,250,87,32000
4503,Ц,Ц 30-160-020-5,Ц 30-160-020,200,140 - 4440,311 - 1554,180,97,43200
4504,Ц,Ц 30-160-020-3,Ц 30-160-020,200,160 - 3900,278 - 1405,3000,92,76400
4505,Ц,Ц 30-160-020-3,Ц 30-160-020,200,120 - 4040,308 - 1441,180,91,32800
4506,Ц,Ц 30-160-020-4,Ц 30-160-020,200,130 - 3440,316 - 1443,3000,93,66200
4507,Ц,Ц 30-160-020-2,Ц 30-160-020,200,170 - 3300,274 - 1492,180,77,45500
4508,Ц,Ц 30-160-020-3,Ц 30-160-020,200,160 - 3630,301 - 1635,2200,79,65000
4509,Ц,Ц 30-160-020-1,Ц 30-160-020,200,140 - 4520,308 - 1506,550,94,45900
4510,Ц,Ц 30-160-020-2,Ц 30-160-020,200,160 - 4410,298 - 1507,2200,96,63900
4511,Ц,Ц 30-160-020-3,Ц 30-160-020,200,160 - 4430,329 - 1581,180,73,46500
4512,Ц,Ц 30-160-020-4,Ц 30-160-020,200,120 - 4420,318 - 1384,5500,71,100900
4513,Ц,Ц 30-160-020-5,Ц 30-160-020,200,140 - 4710,320 - 1485,370,99,35200
4514,Ц,Ц 30-160-020-1,Ц 30-160-020,200,140 - 4630,290 - 1546,2200,75,59100
4515,Ц,Ц 30-160-020-2,Ц 30-160-020,200,130 - 3340,311 - 1600,180,81,39500
4516,Ц,Ц 30-160-020-1,Ц 30-160-020,200,130 - 4280,303 - 1625,180,104,36600
4517,Ц,Ц 30-160-020-2,Ц 30-160-020,200,160 - 3710,287 - 1611,11000,79,179500
4518,Ц,Ц 30-160-020-4,Ц 30-160-020,200,150 - 3330,279 - 1558,5500,74,109100
4519,Ц,Ц 30-160-020-3,Ц 30-160-020,200,120 - 4660,309 - 1451,4000,98,86600
4520,Ц,Ц 30-160-020-1,Ц 30-160-020,200,130 - 3760,303 - 1542,15000,81,229300
4521,Ц,Ц 30-160-020-2,Ц 30-160-020,200,130 - 3340,320 - 1518,250,99,38500
4522,Ц,Ц 30-160-020-2,Ц 30-160-020,200,170 - 4450,312 - 1525,250,88,44500
4523,Ц,Ц 30-160-020-4,Ц 30-160-020,200,160 - 4110,277 - 1565,180,79,38300
4524,Ц,Ц 30-160-020-3,Ц 30-160-020,200,120 - 4380,328 - 1444,7500,74,124600
4525,Ц,Ц 30-160-020-3,Ц 30-160-020,200,140 - 4480,287 - 1419,3000,92,82000
4526,Ц,Ц 30-160-020-3,Ц 30-160-020,200,150 - 3490,315 - 1395,250,72,33100
4527,Ц,Ц 30-160-020-2,Ц 30-160-020,200,150 - 4020,329 - 1412,370,78,46100
4528,Ц,Ц 30-160-020-5,Ц 30-160-020,200,130 - 4190,272 - 1483,180,78,45300
4529,Ц,Ц 30-160-020-2,Ц 30-160-020,200,160 - 4430,314 - 1579,250,76,45400
4530,Ц,Ц 30-160-020-4,Ц 30-160-020,200,150 - 3690,295 - 1609,5500,91,102900
4531,Ц,Ц 30-160-020-4,Ц 30-160-020,200,130 - 4480,309 - 1646,1100,73,42600
4532,Ц,Ц 30-160-020-4,Ц 30-160-020,200,130 - 3450,283 - 1485,2200,95,71200
4533,Ц,Ц 30-160-020-3,Ц 30-160-020,200,140 - 3990,298 - 1590,2200,105,68800
4534,Ц,Ц 30-160-020-5,Ц 30-160-020,200,150 - 3990,304 - 1594,250,83,42300
4535,Ц,Ц 30-160-020-1,Ц 30-160-020,200,170 - 4260,308 - 1443,1500,74,56900
4536,Ц,Ц 30-160-020-3,Ц 30-160-020,200,140 - 4230,307 - 1439,370,102,37400
4537,Ц,Ц 30-160-020-4,Ц 30-160-020,200,120 - 3630,322 - 1484,250,91,44300
4538,Ц,Ц 30-160-020-2,Ц 30-160-020,200,160 - 3240,296 - 1534,750,92,40500
4539,Ц,Ц 30-160-020-5,Ц 30-160-020,200,140 - 4710,283 - 1419,1100,82,50300
4540,Ц,Ц 30-160-020-2,Ц 30-160-020,200,130 - 3420,321 - 1628,550,101,40000
4541,Ц,Ц 30-160-020-2,Ц 30-160-020,200,120 - 4260,318 - 1621,370,80,47800
4542,Ц,Ц 30-160-020-4,Ц 30-160-020,200,160 - 4530,273 - 1435,4000,81,87800
4543,Ц,Ц 30-160-020-1,Ц 30-160-020,200,170 - 4560,284 - 1381,4000,101,94900
4544,Ц,Ц 30-160-020-4,Ц 30-160-020,200,170 - 3590,287 - 1404,2200,89,57800
4545,Ц,Ц 30-160-020-5,Ц 30-160-020,200,140 - 3440,294 - 1584,7500,82,130700
4546,Ц,Ц 30-160-020-5,Ц 30-160-020,200,170 - 3940,303 - 1559,3000,94,72500
4547,Ц,Ц 30-160-020-2,Ц 30-160-020,200,140 - 4000,283 - 1449,2200,78,56200
4548,Ц,Ц 30-160-020-3,Ц 30-160-020,200,130 - 4640,296 - 1575,1100,76,51600
4549,Ц,Ц 30-160-020-3,Ц 30-160-020,200,130 - 3460,300 - 1606,7500,71,126500
4550,Ц,Ц 30-160-020-5,Ц 30-160-020,200,170 - 4690,310 - 1516,550,95,47500
4551,Ц,Ц 30-160-020-3,Ц 30-160-020,200,150 - 4450,279 - 1583,7500,87,127900
4552,Ц,Ц 30-160-020-4,Ц 30-160-020,200,140 - 4060,313 - 1536,5500,97,108900
4553,Ц,Ц 30-160-020-3,Ц 30-160-020,200,170 - 4450,321 - 1458,1100,71,57000
4554,Ц,Ц 30-160-020-5,Ц 30-160-020,200,150 - 3850,277 - 1621,2200,91,64600
4555,Ц,Ц 30-160-020-5,Ц 30-160-020,200,170 - 3760,279 - 1554,1100,73,52800
4556,Ц,Ц 30-160-020-1,Ц 30-160-020,200,160 - 4690,304 - 1623,370,74,46900
4557,Ц,Ц 30-160-020-1,Ц 30-160-020,200,130 - 4000,321 - 1470,1500,78,53900
4558,Ц,Ц 30-160-020-4,Ц 30-160-020,200,130 - 3610,270 - 1420,2200,82,58500
4559,Ц,Ц 30-160-020-2,Ц 30-160-020,200,120 - 3830,283 - 1360,1100,72,42500
4560,Ц,Ц 30-160-020-1,Ц 30-160-020,200,120 - 4020,274 - 1534,4000,97,78600
4561,Ц,Ц 30-160-020-1,Ц 30-160-020,200,160 - 3590,320 - 1524,1500,78,47300
4562,Ц,Ц 30-160-020-4,Ц 30-160-020,200,120 - 4570,272 - 1487,7500,80,132000
4563,Ц,Ц 30-160-020-4,Ц 30-160-020,200,130 - 4360,279 - 1445,2200,103,63600
4564,Ц,Ц 30-160-020-4,Ц 30-160-020,200,160 - 3410,284 - 1464,4000,77,85000
4565,Ц,Ц 30-160-020-2,Ц 30-160-020,200,130 - 4730,296 - 1396,11000,94,180300
4566,Ц,Ц 30-160-020-1,Ц 30-160-020,200,160 - 4430,277 - 1397,2200,91,56800
4567,Ц,Ц 30-160-020-2,Ц 30-160-020,200,140 - 3860,320 - 1620,250,91,40300
4568,Ц,Ц 30-160-020-1,Ц 30-160-020,200,120 - 3460,311 - 1444,1500,102,48100
4569,Ц,Ц 30-160-020-2,Ц 30-160-020,200,160 - 4630,328 - 1542,250,105,35500
4570,Ц,Ц 30-160-020-4,Ц 30-160-020,200,130 - 4710,297 - 1486,7500,89,136300
4571,Ц,Ц 30-160-020-5,Ц 30-160-020,200,120 - 3540,322 - 1532,5500,96,111700
4572,Ц,Ц 30-160-020-3,Ц 30-160-020,200,120 - 3210,292 - 1430,1500,73,59400
4573,Ц,Ц 30-160-020-1,Ц 30-160-020,200,150 - 4390,309 - 1575,5500,80,97600
4574,Ц,Ц 30-160-020-2,Ц 30-160-020,200,140 - 4650,294 - 1457,7500,104,135300
4575,Ц,Ц 30-160-020-5,Ц 30-160-020,200,130 - 3680,288 - 1634,4000,95,89100
4576,Ц,Ц 30-160-020-2,Ц 30-160-020,200,140 - 4350,310 - 1632,750,91,37700
4577,Ц,Ц 30-160-020-5,Ц 30-160-020,200,140 - 4700,277 - 1450,11000,103,173300
4578,Ц,Ц 30-160-020-5,Ц 30-160-020,200,170 - 3340,289 - 1595,1100,72,47300
4579,Ц,Ц 30-160-020-1,Ц 30-160-020,200,160 - 4070,301 - 1541,2200,82,66800
4580,Ц,Ц 30-160-020-5,Ц 30-160-020,200,120 - 4730,321 - 1585,4000,79,86600
4581,Ц,Ц 30-160-020-4,Ц 30-160-020,200,170 - 3540,298 - 1501,750,74,44600
4582,Ц,Ц 30-160-020-4,Ц 30-160-020,200,170 - 3940,283 - 1566,750,74,46700
4583,Ц,Ц 30-160-020-3,Ц 30-160-020,200,170 - 3520,298 - 1373,11000,74,170600
4584,Ц,Ц 30-160-020-4,Ц 30-160-020,200,150 - 3730,271 - 1478,750,97,47600
4585,Ц,Ц 30-160-020-2,Ц 30-160-020,200,160 - 3310,296 - 1514,7500,84,138600
4586,Ц,Ц 30-160-020-3,Ц 30-160-020,200,160 - 4210,299 - 1648,2200,83,56600
4587,Ц,Ц 30-160-020-3,Ц 30-160-020,200,140 - 3360,313 - 1428,370,77,36400
4588,Ц,Ц 30-160-020-2,Ц 30-160-020,200,120 - 3290,283 - 1543,7500,96,129000
4589,Ц,Ц 30-160-020-2,Ц 30-160-020,200,140 - 4530,270 - 1482,2200,76,61000
4590,Ц,Ц 30-160-020-4,Ц 30-160-020,200,130 - 3680,298 - 1563,4000,87,87800
4591,Ц,Ц 30-160-020-2,Ц 30-160-020,200,150 - 4380,283 - 1575,4000,90,79800
4592,Ц,Ц 30-160-020-3,Ц 30-160-020,200,120 - 3820,290 - 1563,7500,95,134200
4593,Ц,Ц 30-160-020-3,Ц 30-160-020,200,130 - 4240,276 - 1447,1100,102,54600
4594,Ц,Ц 30-160-020-1,Ц 30-160-020,200,160 - 4240,294 - 1434,3000,83,76600
4595,Ц,Ц 30-160-020-5,Ц 30-160-020,200,140 - 4010,278 - 1541,750,70,50700
4596,Ц,Ц 30-160-020-2,Ц 30-160-020,200,170 - 4170,306 - 1436,15000,92,219400
4597,Ц,Ц 30-160-020-3,Ц 30-160-020,200,170 - 4320,305 - 1428,550,79,46100
4598,Ц,Ц 30-160-020-5,Ц 30-160-020,200,140 - 4170,308 - 1380,2200,87,63300
4599,Ц,Ц 30-160-020-3,Ц 30-160-020,200,120 - 3440,284 - 1450,15000,83,224900
4600,Ц,Ц 30-160-020-2,Ц 30-160-020,200,120 - 3620,310 - 1366,370,85,44700
4601,Ц,Ц 30-160-020-1,Ц 30-160-020,200,140 - 4730,329 - 1544,180,105,42200
4602,Ц,Ц 30-160-020-3,Ц 30-160-020,200,150 - 3410,290 - 1623,5500,84,113300
4603,Ц,Ц 30-160-020-4,Ц 30-160-020,200,170 - 4310,293 - 1590,180,96,46100
4604,Ц,Ц 30-160-020-1,Ц 30-160-020,200,140 - 3280,305 - 1432,5500,88,103500
4605,Ц,Ц 30-160-020-5,Ц 30-160-020,200,150 - 3560,296 - 1542,7500,102,128500
4606,Ц,Ц 30-160-020-4,Ц 30-160-020,200,160 - 3530,306 - 1596,550,75,51000
4607,Ц,Ц 30-160-020-5,Ц 30-160-020,200,130 - 3200,284 - 1550,250,104,36100
4608,Ц,Ц 30-160-020-1,Ц 30-160-020,200,160 - 3280,312 - 1535,250,104,32000
4609,Ц,Ц 30-160-020-2,Ц 30-160-020,200,150 - 4150,276 - 1554,370,79,40000
4610,Ц,Ц 30-160-020-1,Ц 30-160-020,200,150 - 4610,303 - 1512,1100,86,58100
4611,Ц,Ц 30-160-020-1,Ц 30-160-020,200,130 - 3380,323 - 1581,370,81,37600
4612,Ц,Ц 30-160-020-4,Ц 30-160-020,200,160 - 3480,298 - 1522,550,82,36200
4613,Ц,Ц 30-160-020-1,Ц 30-160-020,200,160 - 3750,325 - 1569,15000,87,228300
4614,Ц,Ц 30-160-020-5,Ц 30-160-020,200,150 - 3860,281 - 1648,11000,87,180400
4615,Ц,Ц 30-160-020-5,Ц 30-160-020,200,150 - 4050,308 - 1506,4000,73,85500
4616,Ц,Ц 30-160-020-5,Ц 30-160-020,200,130 - 4770,321 - 1510,1500,99,51300
4617,Ц,Ц 30-160-020-4,Ц 30-160-020,200,160 - 4420,299 - 1557,1500,90,48200
4618,Ц,Ц 30-160-020-4,Ц 30-160-020,200,120 - 4580,292 - 1437,750,101,40200
4619,Ц,Ц 30-160-020-4,Ц 30-160-020,200,150 - 4170,311 - 1389,3000,105,69700
4620,Ц,Ц 30-160-020-4,Ц 30-160-020,200,130 - 3200,306 - 1363,11000,85,177100
4621,Ц,Ц 30-160-020-5,Ц 30-160-020,200,140 - 3200,275 - 1365,370,71,41100
4622,Ц,Ц 30-160-020-5,Ц 30-160-020,200,140 - 4020,323 - 1599,11000,94,168700
4623,Ц,Ц 30-160-020-4,Ц 30-160-020,200,140 - 4150,319 - 1360,250,105,39100
4624,Ц,Ц 30-160-020-5,Ц 30-160-020,200,160 - 3700,313 - 1636,1100,89,55100
4625,Ц,Ц 30-160-020-2,Ц 30-160-020,200,170 - 4110,311 - 1600,370,89,39800
4626,Ц,Ц 30-160-020-4,Ц 30-160-020,200,140 - 4010,317 - 1548,250,96,37400
4627,Ц,Ц 30-160-020-4,Ц 30-160-020,200,130 - 3910,307 - 1600,370,79,37300
4628,Ц,Ц 30-160-020-3,Ц 30-160-020,200,130 - 4720,327 - 1451,370,103,35800
4629,Ц,Ц 30-160-020-5,Ц 30-160-020,200,160 - 3730,288 - 1520,15000,72,228400
4630,Ц,Ц 30-160-020-2,Ц 30-160-020,200,150 - 3760,276 - 1420,2200,85,67200
4631,Ц,Ц 30-160-020-4,Ц 30-160-020,200,170 - 4050,295 - 1563,3000,80,68000
4632,Ц,Ц 30-160-020-3,Ц 30-160-020,200,160 - 3460,327 - 1439,7500,77,126100
4633,Ц,Ц 30-160-020-5,Ц 30-160-020,200,150 - 4670,297 - 1490,11000,99,172400
4634,Ц,Ц 30-160-025-3,Ц 30-160-025,250,170 - 5780,348 - 1885,550,90,54000
4635,Ц,Ц 30-160-025-1,Ц 30-160-025,250,210 - 4790,346 - 1749,11000,73,175600
4636,Ц,Ц 30-160-025-3,Ц 30-160-025,250,210 - 4450,372 - 1715,550,98,49400
4637,Ц,Ц 30-160-025-1,Ц 30-160-025,250,150 - 4940,372 - 1825,250,89,50400
4638,Ц,Ц 30-160-025-1,Ц 30-160-025,250,150 - 5780,390 - 1822,3000,100,77100
4639,Ц,Ц 30-160-025-2,Ц 30-160-025,250,150 - 4970,361 - 1952,750,96,57000
4640,Ц,Ц 30-160-025-3,Ц 30-160-025,250,220 - 5590,380 - 1904,5500,72,104100
4641,Ц,Ц 30-160-025-5,Ц 30-160-025,250,170 - 5120,380 - 1857,3000,90,78500
4642,Ц,Ц 30-160-025-3,Ц 30-160-025,250,180 - 5810,387 - 1814,1100,95,50300
4643,Ц,Ц 30-160-025-2,Ц 30-160-025,250,210 - 5870,367 - 1915,370,81,52700
4644,Ц,Ц 30-160-025-1,Ц 30-160-025,250,210 - 4570,366 - 1968,370,94,40400
4645,Ц,Ц 30-160-025-1,Ц 30-160-025,250,190 - 4980,380 - 1743,750,70,43300
4646,Ц,Ц 30-160-025-4,Ц 30-160-025,250,220 - 5650,396 - 1802,1500,82,52700
4647,Ц,Ц 30-160-025-2,Ц 30-160-025,250,220 - 4180,387 - 1850,11000,84,171600
4648,Ц,Ц 30-160-025-3,Ц 30-160-025,250,180 - 4930,380 - 1763,250,100,48700
4649,Ц,Ц 30-160-025-1,Ц 30-160-025,250,160 - 5140,401 - 1819,180,89,35200
4650,Ц,Ц 30-160-025-1,Ц 30-160-025,250,160 - 5970,364 - 1938,15000,100,225600
4651,Ц,Ц 30-160-025-4,Ц 30-160-025,250,190 - 4110,375 - 2061,3000,73,80400
4652,Ц,Ц 30-160-025-4,Ц 30-160-025,250,160 - 5110,380 - 1974,180,80,43300
4653,Ц,Ц 30-160-025-2,Ц 30-160-025,250,220 - 5510,354 - 1704,4000,105,84900
4654,Ц,Ц 30-160-025-1,Ц 30-160-025,250,170 - 5730,379 - 1979,15000,84,235700
4655,Ц,Ц 30-160-025-3,Ц 30-160-025,250,190 - 4080,354 - 1717,7500,89,137200
4656,Ц,Ц 30-160-025-4,Ц 30-160-025,250,220 - 5900,353 - 1745,7500,88,141500
4657,Ц,Ц 30-160-025-4,Ц 30-160-025,250,180 - 5380,339 - 1753,180,104,46700
4658,Ц,Ц 30-160-025-1,Ц 30-160-025,250,200 - 5180,379 - 2049,4000,81,87900
4659,Ц,Ц 30-160-025-3,Ц 30-160-025,250,210 - 4730,338 - 2050,1100,84,50400
4660,Ц,Ц 30-160-025-5,Ц 30-160-025,250,150 - 5310,398 - 1966,5500,102,101500
4661,Ц,Ц 30-160-025-5,Ц 30-160-025,250,210 - 4770,384 - 1977,5500,87,108800
4662,Ц,Ц 30-160-025-1,Ц 30-160-025,250,200 - 5040,344 - 1792,4000,95,92900
4663,Ц,Ц 30-160-025-3,Ц 30-160-025,250,150 - 5270,406 - 1904,550,89,41100
4664,Ц,Ц 30-160-025-1,Ц 30-160-025,250,160 - 5200,411 - 1971,7500,72,132100
4665,Ц,Ц 30-160-025-4,Ц 30-160-025,250,210 - 5490,345 - 1715,370,75,53600
4666,Ц,Ц 30-160-025-4,Ц 30-160-025,250,180 - 5330,374 - 1745,1100,88,60300
4667,Ц,Ц 30-160-025-2,Ц 30-160-025,250,170 - 5210,390 - 1720,250,95,43200
4668,Ц,Ц 30-160-025-3,Ц 30-160-025,250,160 - 4790,412 - 2036,5500,87,118100
4669,Ц,Ц 30-160-025-3,Ц 30-160-025,250,190 - 4980,400 - 1877,1100,95,48600
4670,Ц,Ц 30-160-025-5,Ц 30-160-025,250,180 - 4990,349 - 1847,550,103,42900
4671,Ц,Ц 30-160-025-4,Ц 30-160-025,250,150 - 4310,393 - 1701,2200,86,63300
4672,Ц,Ц 30-160-025-5,Ц 30-160-025,250,210 - 5320,379 - 1806,1100,90,53400
4673,Ц,Ц 30-160-025-2,Ц 30-160-025,250,180 - 5580,361 - 1854,1100,76,59300
4674,Ц,Ц 30-160-025-5,Ц 30-160-025,250,150 - 5340,351 - 1769,3000,70,75200
4675,Ц,Ц 30-160-025-2,Ц 30-160-025,250,150 - 5510,345 - 1728,4000,71,97300
4676,Ц,Ц 30-160-025-5,Ц 30-160-025,250,160 - 4080,405 - 1920,550,101,47300
4677,Ц,Ц 30-160-025-3,Ц 30-160-025,250,210 - 4900,398 - 1961,750,104,49400
4678,Ц,Ц 30-160-025-3,Ц 30-160-025,250,170 - 4260,384 - 1703,750,97,57400
4679,Ц,Ц 30-160-025-2,Ц 30-160-025,250,170 - 5710,374 - 1772,180,84,38400
4680,Ц,Ц 30-160-025-5,Ц 30-160-025,250,160 - 5610,359 - 1773,11000,78,181800
4681,Ц,Ц 30-160-025-5,Ц 30-160-025,250,180 - 5480,387 - 1805,750,77,47300
4682,Ц,Ц 30-160-025-4,Ц 30-160-025,250,160 - 4490,365 - 1820,550,82,49300
4683,Ц,Ц 30-160-025-5,Ц 30-160-025,250,190 - 5990,379 - 1841,15000,78,233400
4684,Ц,Ц 30-160-025-3,Ц 30-160-025,250,180 - 5010,362 - 1860,550,95,43100
4685,Ц,Ц 30-160-025-3,Ц 30-160-025,250,210 - 5610,342 - 1986,750,88,45600
4686,Ц,Ц 30-160-025-2,Ц 30-160-025,250,200 - 5100,366 - 1926,4000,93,90400
4687,Ц,Ц 30-160-025-5,Ц 30-160-025,250,190 - 4390,348 - 1956,5500,104,109500
4688,Ц,Ц 30-160-025-2,Ц 30-160-025,250,220 - 4190,342 - 1744,1100,92,49800
4689,Ц,Ц 30-160-025-5,Ц 30-160-025,250,170 - 4780,409 - 1808,370,82,45000
4690,Ц,Ц 30-160-025-2,Ц 30-160-025,250,180 - 4370,339 - 1781,2200,103,71900
4691,Ц,Ц 30-160-025-5,Ц 30-160-025,250,160 - 5420,354 - 1862,4000,88,84800
4692,Ц,Ц 30-160-025-1,Ц 30-160-025,250,180 - 5330,387 - 1939,5500,90,104000
4693,Ц,Ц 30-160-025-2,Ц 30-160-025,250,210 - 5100,371 - 1828,1500,94,60600
4694,Ц,Ц 30-160-025-5,Ц 30-160-025,250,160 - 4940,355 - 2057,11000,98,185500
4695,Ц,Ц 30-160-025-3,Ц 30-160-025,250,200 - 5150,379 - 2037,1500,92,60800
4696,Ц,Ц 30-160-025-3,Ц 30-160-025,250,200 - 5160,375 - 1785,2200,72,70500
4697,Ц,Ц 30-160-025-1,Ц 30-160-025,250,160 - 5840,370 - 1756,250,90,35300
4698,Ц,Ц 30-160-025-5,Ц 30-160-025,250,190 - 5760,345 - 1846,1500,80,53200
4699,Ц,Ц 30-160-025-1,Ц 30-160-025,250,190 - 5860,368 - 1815,15000,78,231500
4700,Ц,Ц 30-160-025-3,Ц 30-160-025,250,180 - 4910,397 - 1799,1500,78,57300
4701,Ц,Ц 30-160-025-4,Ц 30-160-025,250,200 - 4850,346 - 1920,11000,91,176000
4702,Ц,Ц 30-160-025-2,Ц 30-160-025,250,170 - 5760,365 - 1914,250,78,36200
4703,Ц,Ц 30-160-025-2,Ц 30-160-025,250,160 - 5570,397 - 1779,2200,98,67400
4704,Ц,Ц 30-160-025-2,Ц 30-160-025,250,210 - 5450,371 - 1977,180,77,35900
4705,Ц,Ц 30-160-025-2,Ц 30-160-025,250,210 - 5830,351 - 1747,2200,104,76400
4706,Ц,Ц 30-160-025-2,Ц 30-160-025,250,190 - 4480,342 - 1940,1500,82,56500
4707,Ц,Ц 30-160-025-5,Ц 30-160-025,250,150 - 4800,364 - 1848,2200,105,60500
4708,Ц,Ц 30-160-025-4,Ц 30-160-025,250,210 - 4260,376 - 1814,7500,101,130400
4709,Ц,Ц 30-160-025-3,Ц 30-160-025,250,180 - 5600,374 - 1983,11000,105,172600
4710,Ц,Ц 30-160-025-3,Ц 30-160-025,250,200 - 4350,411 - 1774,7500,93,128400
4711,Ц,Ц 30-160-025-1,Ц 30-160-025,250,190 - 5150,392 - 1706,15000,105,234600
4712,Ц,Ц 30-160-025-5,Ц 30-160-025,250,170 - 5560,381 - 1769,2200,94,63500
4713,Ц,Ц 30-160-025-1,Ц 30-160-025,250,210 - 5290,380 - 1975,750,79,58100
4714,Ц,Ц 30-160-025-5,Ц 30-160-025,250,160 - 4430,345 - 1882,250,72,42900
4715,Ц,Ц 30-160-025-4,Ц 30-160-025,250,210 - 4340,344 - 1770,1100,88,52300
4716,Ц,Ц 30-160-025-5,Ц 30-160-025,250,190 - 4120,358 - 1748,7500,75,139400
4717,Ц,Ц 30-160-025-5,Ц 30-160-025,250,160 - 5390,389 - 2041,370,82,39300
4718,Ц,Ц 30-160-025-4,Ц 30-160-025,250,150 - 5030,337 - 1885,7500,95,129300
4719,Ц,Ц 30-160-025-2,Ц 30-160-025,250,170 - 4200,394 - 1764,2200,98,70900
4720,Ц,Ц 30-160-025-1,Ц 30-160-025,250,150 - 4520,405 - 1795,180,101,48300
4721,Ц,Ц 30-160-025-4,Ц 30-160-025,250,200 - 5870,368 - 1855,750,99,53700
4722,Ц,Ц 30-160-025-1,Ц 30-160-025,250,150 - 4310,405 - 1854,2200,99,71300
4723,Ц,Ц 30-160-025-4,Ц 30-160-025,250,190 - 4180,403 - 1785,2200,103,72700
4724,Ц,Ц 30-160-025-3,Ц 30-160-025,250,220 - 4320,405 - 1827,11000,90,181200
4725,Ц,Ц 30-160-025-4,Ц 30-160-025,250,210 - 5060,411 - 1752,2200,83,62700
4726,Ц,Ц 30-160-025-1,Ц 30-160-025,250,170 - 4120,391 - 1911,750,105,41700
